	reviewText	overall
3810	Nowadays I have grown to be very dependant on GPS Navigation Systems I have the nbsp a data hook product link linked class a link normal href Garmin Nuvi 360	4.0
3811	Microsoft Street and trips 2009 This it the best yet All new streets are on it like the new setup thanks	5.0
3812	Im actually impressed with this inexpensive mapping solution The software is very easy to use I opened it with a request for printed up directions to a doctors office and	4.0
3813	In these days of online mapping is there a necessity for a program as Streets Trips I suppose that in a case when one needed the ability to map out	2.0
3814	I really like the ease in finding locations and the ability and accuracy in offering street directions This software has all the bells and whistles and Ive found that it	5.0
3815	This review is for the non GPS version of Microsoft Streets Trips 2009 I have the Streets Trips 2006 for couple of years and I also have a portable Garmin	5.0
3816	Streets and Trips 2009 is a fun program for anyone interested in cartography and I found it to be a good supplement to my portable GPS Having this software installed	5.0
3817	There were all kinds of problems loading this on my laptop running Windows Vista It kept telling me that a component failed to load and the setup program would exit	3.0
3818	I admit when I first noticed Streets Trips I thought What can this offer me that Mapquest or Google maps cant for free The answer to that comes rather quickly	5.0
3819	The last time I used Streets and Trips I was making deliveries in my car with a laptop I used Streets and Trips 2000 to find the delivery locations if	4.0
3820	I have been using the 2007 edition of Streets and Trips for quite a while and found the 2009 edition to be a good improvement Apart from the expected map	5.0
3821	First off I had used Microsoft Streets Trips 2008 previously and liked it very much although I felt it could do a little better job of getting you to national	4.0
3822	Streets Trips 2009 is a good product Printed maps can extend to cover the entire page free equivalents dont and the printed maps are easier to read than the free	4.0
3823	Ive been a Streets Trips user since the program was introduced It has never been tops in its class but it was superior to similarly priced products like Delormes With	3.0
3824	Well lets get right down to it Here are the positives 1 Inexpensive 16 bucks give or take 2 Unbreakable protection 3 Ease of use simple 4 Lightning fast install	5.0
3825	just like all McAfee products it suffers from poor OS integration and is a bloated round about way of getting the job done Windows XP itself will let you keep	3.0
